boroughs,age,ageValue,occupation,occupationValue
Redbridge,age47,4310,technical,17250
Redbridge,age47,4310,admin,14551
Redbridge,age47,4310,skilledTrade,12846
Redbridge,age47,4310,service,9843
Redbridge,age47,4310,sales,10747
Redbridge,age47,4310,manual,9229
Redbridge,age47,4310,elementary,14078
Redbridge,age48,4168,management,18627
Redbridge,age48,4168,professional,34456
Redbridge,age48,4168,technical,17250
Redbridge,age48,4168,admin,14551
Redbridge,age48,4168,skilledTrade,12846
Redbridge,age48,4168,service,9843
Redbridge,age48,4168,sales,10747
Redbridge,age48,4168,manual,9229
Redbridge,age48,4168,elementary,14078
Redbridge,age49,3894,management,18627
Redbridge,age49,3894,professional,34456
Redbridge,age49,3894,technical,17250
Redbridge,age49,3894,admin,14551
Redbridge,age49,3894,skilledTrade,12846
Redbridge,age49,3894,service,9843
Redbridge,age49,3894,sales,10747
Redbridge,age49,3894,manual,9229
Redbridge,age49,3894,elementary,14078
Redbridge,age50,4116,management,18627
Redbridge,age50,4116,professional,34456
Redbridge,age50,4116,technical,17250
Redbridge,age50,4116,admin,14551
Redbridge,age50,4116,skilledTrade,12846
Redbridge,age50,4116,service,9843
Redbridge,age50,4116,sales,10747
Redbridge,age50,4116,manual,9229
Redbridge,age50,4116,elementary,14078
Redbridge,age51,3911,management,18627
Redbridge,age51,3911,professional,34456
Redbridge,age51,3911,technical,17250
Redbridge,age51,3911,admin,14551
Redbridge,age51,3911,skilledTrade,12846
Redbridge,age51,3911,service,9843
Redbridge,age51,3911,sales,10747
Redbridge,age51,3911,manual,9229
Redbridge,age51,3911,elementary,14078
Redbridge,age52,3941,management,18627
Redbridge,age52,3941,professional,34456
Redbridge,age52,3941,technical,17250
Redbridge,age52,3941,admin,14551
Redbridge,age52,3941,skilledTrade,12846
Redbridge,age52,3941,service,9843
Redbridge,age52,3941,sales,10747
Redbridge,age52,3941,manual,9229
Redbridge,age52,3941,elementary,14078
Redbridge,age53,3867,management,18627
Redbridge,age53,3867,professional,34456
Redbridge,age53,3867,technical,17250
Redbridge,age53,3867,admin,14551
Redbridge,age53,3867,skilledTrade,12846
Redbridge,age53,3867,service,9843
Redbridge,age53,3867,sales,10747
Redbridge,age53,3867,manual,9229
Redbridge,age53,3867,elementary,14078
Redbridge,age54,3585,management,18627
Redbridge,age54,3585,professional,34456
Redbridge,age54,3585,technical,17250
Redbridge,age54,3585,admin,14551
Redbridge,age54,3585,skilledTrade,12846
Redbridge,age54,3585,service,9843
Redbridge,age54,3585,sales,10747
Redbridge,age54,3585,manual,9229
Redbridge,age54,3585,elementary,14078
Redbridge,age55,3529,management,18627
Redbridge,age55,3529,professional,34456
Redbridge,age55,3529,technical,17250
Redbridge,age55,3529,admin,14551
Redbridge,age55,3529,skilledTrade,12846
Redbridge,age55,3529,service,9843
Redbridge,age55,3529,sales,10747
Redbridge,age55,3529,manual,9229
Redbridge,age55,3529,elementary,14078
Redbridge,age56,3701,management,18627
Redbridge,age56,3701,professional,34456
Redbridge,age56,3701,technical,17250
Redbridge,age56,3701,admin,14551
Redbridge,age56,3701,skilledTrade,12846
Redbridge,age56,3701,service,9843
Redbridge,age56,3701,sales,10747
Redbridge,age56,3701,manual,9229
Redbridge,age56,3701,elementary,14078
Redbridge,age57,3368,management,18627
Redbridge,age57,3368,professional,34456
Redbridge,age57,3368,technical,17250
Redbridge,age57,3368,admin,14551
Redbridge,age57,3368,skilledTrade,12846
Redbridge,age57,3368,service,9843
Redbridge,age57,3368,sales,10747
Redbridge,age57,3368,manual,9229
Redbridge,age57,3368,elementary,14078
Redbridge,age58,3257,management,18627
Redbridge,age58,3257,professional,34456
Redbridge,age58,3257,technical,17250
Redbridge,age58,3257,admin,14551
Redbridge,age58,3257,skilledTrade,12846
Redbridge,age58,3257,service,9843
Redbridge,age58,3257,sales,10747
Redbridge,age58,3257,manual,9229
Redbridge,age58,3257,elementary,14078
Redbridge,age59,3152,management,18627
Redbridge,age59,3152,professional,34456
Redbridge,age59,3152,technical,17250
Redbridge,age59,3152,admin,14551
Redbridge,age59,3152,skilledTrade,12846
Redbridge,age59,3152,service,9843
Redbridge,age59,3152,sales,10747
Redbridge,age59,3152,manual,9229
Redbridge,age59,3152,elementary,14078
Redbridge,age60,3093,management,18627
Redbridge,age60,3093,professional,34456
Redbridge,age60,3093,technical,17250
Redbridge,age60,3093,admin,14551
Redbridge,age60,3093,skilledTrade,12846
Redbridge,age60,3093,service,9843
Redbridge,age60,3093,sales,10747
Redbridge,age60,3093,manual,9229
Redbridge,age60,3093,elementary,14078
Redbridge,age61,3033,management,18627
Redbridge,age61,3033,professional,34456
Redbridge,age61,3033,technical,17250
Redbridge,age61,3033,admin,14551
Redbridge,age61,3033,skilledTrade,12846
Redbridge,age61,3033,service,9843
Redbridge,age61,3033,sales,10747
Redbridge,age61,3033,manual,9229
Redbridge,age61,3033,elementary,14078
Redbridge,age62,2779,management,18627
Redbridge,age62,2779,professional,34456
Redbridge,age62,2779,technical,17250
Redbridge,age62,2779,admin,14551
Redbridge,age62,2779,skilledTrade,12846
Redbridge,age62,2779,service,9843
Redbridge,age62,2779,sales,10747
Redbridge,age62,2779,manual,9229
Redbridge,age62,2779,elementary,14078
Redbridge,age63,2872,management,18627
Redbridge,age63,2872,professional,34456
Redbridge,age63,2872,technical,17250
Redbridge,age63,2872,admin,14551
Redbridge,age63,2872,skilledTrade,12846
Redbridge,age63,2872,service,9843
Redbridge,age63,2872,sales,10747
Redbridge,age63,2872,manual,9229
Redbridge,age63,2872,elementary,14078
Redbridge,age64,2725,management,18627
Redbridge,age64,2725,professional,34456
Redbridge,age64,2725,technical,17250
Redbridge,age64,2725,admin,14551
Redbridge,age64,2725,skilledTrade,12846
Redbridge,age64,2725,service,9843
Redbridge,age64,2725,sales,10747
Redbridge,age64,2725,manual,9229
Redbridge,age64,2725,elementary,14078
Richmond upon Thames,age16,2322,management,23031
Richmond upon Thames,age16,2322,professional,30417
Richmond upon Thames,age16,2322,technical,17549
Richmond upon Thames,age16,2322,admin,6935
Richmond upon Thames,age16,2322,skilledTrade,4478
Richmond upon Thames,age16,2322,service,5468
Richmond upon Thames,age16,2322,sales,3749
Richmond upon Thames,age16,2322,manual,2187
Richmond upon Thames,age16,2322,elementary,3752
Richmond upon Thames,age17,2230,management,23031
Richmond upon Thames,age17,2230,professional,30417
Richmond upon Thames,age17,2230,technical,17549
Richmond upon Thames,age17,2230,admin,6935
Richmond upon Thames,age17,2230,skilledTrade,4478
Richmond upon Thames,age17,2230,service,5468
Richmond upon Thames,age17,2230,sales,3749
Richmond upon Thames,age17,2230,manual,2187
Richmond upon Thames,age17,2230,elementary,3752
Richmond upon Thames,age18,1918,management,23031
Richmond upon Thames,age18,1918,professional,30417
Richmond upon Thames,age18,1918,technical,17549
Richmond upon Thames,age18,1918,admin,6935
Richmond upon Thames,age18,1918,skilledTrade,4478
Richmond upon Thames,age18,1918,service,5468
Richmond upon Thames,age18,1918,sales,3749
Richmond upon Thames,age18,1918,manual,2187
Richmond upon Thames,age18,1918,elementary,3752
Richmond upon Thames,age19,1379,management,23031
Richmond upon Thames,age19,1379,professional,30417
Richmond upon Thames,age19,1379,technical,17549
Richmond upon Thames,age19,1379,admin,6935
Richmond upon Thames,age19,1379,skilledTrade,4478
Richmond upon Thames,age19,1379,service,5468
Richmond upon Thames,age19,1379,sales,3749
Richmond upon Thames,age19,1379,manual,2187
Richmond upon Thames,age19,1379,elementary,3752
Richmond upon Thames,age20,1248,management,23031
Richmond upon Thames,age20,1248,professional,30417
Richmond upon Thames,age20,1248,technical,17549
Richmond upon Thames,age20,1248,admin,6935
Richmond upon Thames,age20,1248,skilledTrade,4478
Richmond upon Thames,age20,1248,service,5468
Richmond upon Thames,age20,1248,sales,3749
Richmond upon Thames,age20,1248,manual,2187
Richmond upon Thames,age20,1248,elementary,3752
Richmond upon Thames,age21,1449,management,23031
Richmond upon Thames,age21,1449,professional,30417
Richmond upon Thames,age21,1449,technical,17549
Richmond upon Thames,age21,1449,admin,6935
Richmond upon Thames,age21,1449,skilledTrade,4478
Richmond upon Thames,age21,1449,service,5468
Richmond upon Thames,age21,1449,sales,3749
Richmond upon Thames,age21,1449,manual,2187
Richmond upon Thames,age21,1449,elementary,3752
Richmond upon Thames,age22,1749,management,23031
Richmond upon Thames,age22,1749,professional,30417
Richmond upon Thames,age22,1749,technical,17549
Richmond upon Thames,age22,1749,admin,6935
Richmond upon Thames,age22,1749,skilledTrade,4478
Richmond upon Thames,age22,1749,service,5468
Richmond upon Thames,age22,1749,sales,3749
Richmond upon Thames,age22,1749,manual,2187
Richmond upon Thames,age22,1749,elementary,3752
Richmond upon Thames,age23,1937,management,23031
Richmond upon Thames,age23,1937,professional,30417
Richmond upon Thames,age23,1937,technical,17549
Richmond upon Thames,age23,1937,admin,6935
Richmond upon Thames,age23,1937,skilledTrade,4478
Richmond upon Thames,age23,1937,service,5468
Richmond upon Thames,age23,1937,sales,3749
Richmond upon Thames,age23,1937,manual,2187
Richmond upon Thames,age23,1937,elementary,3752
Richmond upon Thames,age24,1846,management,23031
Richmond upon Thames,age24,1846,professional,30417
Richmond upon Thames,age24,1846,technical,17549
Richmond upon Thames,age24,1846,admin,6935
Richmond upon Thames,age24,1846,skilledTrade,4478
Richmond upon Thames,age24,1846,service,5468
Richmond upon Thames,age24,1846,sales,3749
Richmond upon Thames,age24,1846,manual,2187
Richmond upon Thames,age24,1846,elementary,3752
Richmond upon Thames,age25,1866,management,23031
Richmond upon Thames,age25,1866,professional,30417
Richmond upon Thames,age25,1866,technical,17549
Richmond upon Thames,age25,1866,admin,6935
Richmond upon Thames,age25,1866,skilledTrade,4478
Richmond upon Thames,age25,1866,service,5468
Richmond upon Thames,age25,1866,sales,3749
Richmond upon Thames,age25,1866,manual,2187
Richmond upon Thames,age25,1866,elementary,3752
Richmond upon Thames,age26,1857,management,23031
Richmond upon Thames,age26,1857,professional,30417
Richmond upon Thames,age26,1857,technical,17549
Richmond upon Thames,age26,1857,admin,6935
Richmond upon Thames,age26,1857,skilledTrade,4478
Richmond upon Thames,age26,1857,service,5468
Richmond upon Thames,age26,1857,sales,3749
Richmond upon Thames,age26,1857,manual,2187
Richmond upon Thames,age26,1857,elementary,3752
Richmond upon Thames,age27,2012,management,23031
Richmond upon Thames,age27,2012,professional,30417
Richmond upon Thames,age27,2012,technical,17549
Richmond upon Thames,age27,2012,admin,6935
Richmond upon Thames,age27,2012,skilledTrade,4478
Richmond upon Thames,age27,2012,service,5468
Richmond upon Thames,age27,2012,sales,3749
Richmond upon Thames,age27,2012,manual,2187
Richmond upon Thames,age27,2012,elementary,3752
Richmond upon Thames,age28,2044,management,23031
Richmond upon Thames,age28,2044,professional,30417
Richmond upon Thames,age28,2044,technical,17549
Richmond upon Thames,age28,2044,admin,6935
Richmond upon Thames,age28,2044,skilledTrade,4478
Richmond upon Thames,age28,2044,service,5468
Richmond upon Thames,age28,2044,sales,3749
Richmond upon Thames,age28,2044,manual,2187
Richmond upon Thames,age28,2044,elementary,3752
Richmond upon Thames,age29,2173,management,23031
Richmond upon Thames,age29,2173,professional,30417
Richmond upon Thames,age29,2173,technical,17549
Richmond upon Thames,age29,2173,admin,6935
Richmond upon Thames,age29,2173,skilledTrade,4478
Richmond upon Thames,age29,2173,service,5468
Richmond upon Thames,age29,2173,sales,3749
Richmond upon Thames,age29,2173,manual,2187
Richmond upon Thames,age29,2173,elementary,3752
Richmond upon Thames,age30,2259,management,23031
Richmond upon Thames,age30,2259,professional,30417
Richmond upon Thames,age30,2259,technical,17549
Richmond upon Thames,age30,2259,admin,6935
Richmond upon Thames,age30,2259,skilledTrade,4478
Richmond upon Thames,age30,2259,service,5468
Richmond upon Thames,age30,2259,sales,3749
Richmond upon Thames,age30,2259,manual,2187
Richmond upon Thames,age30,2259,elementary,3752
Richmond upon Thames,age31,2403,management,23031
Richmond upon Thames,age31,2403,professional,30417
Richmond upon Thames,age31,2403,technical,17549
Richmond upon Thames,age31,2403,admin,6935
Richmond upon Thames,age31,2403,skilledTrade,4478
Richmond upon Thames,age31,2403,service,5468
Richmond upon Thames,age31,2403,sales,3749
Richmond upon Thames,age31,2403,manual,2187
Richmond upon Thames,age31,2403,elementary,3752
Richmond upon Thames,age32,2346,management,23031
Richmond upon Thames,age32,2346,professional,30417
Richmond upon Thames,age32,2346,technical,17549
Richmond upon Thames,age32,2346,admin,6935
Richmond upon Thames,age32,2346,skilledTrade,4478
Richmond upon Thames,age32,2346,service,5468
Richmond upon Thames,age32,2346,sales,3749
Richmond upon Thames,age32,2346,manual,2187
Richmond upon Thames,age32,2346,elementary,3752
Richmond upon Thames,age33,2536,management,23031
Richmond upon Thames,age33,2536,professional,30417
Richmond upon Thames,age33,2536,technical,17549
Richmond upon Thames,age33,2536,admin,6935
Richmond upon Thames,age33,2536,skilledTrade,4478
Richmond upon Thames,age33,2536,service,5468
Richmond upon Thames,age33,2536,sales,3749
Richmond upon Thames,age33,2536,manual,2187
Richmond upon Thames,age33,2536,elementary,3752
Richmond upon Thames,age34,2553,management,23031
Richmond upon Thames,age34,2553,professional,30417
Richmond upon Thames,age34,2553,technical,17549
Richmond upon Thames,age34,2553,admin,6935
Richmond upon Thames,age34,2553,skilledTrade,4478
Richmond upon Thames,age34,2553,service,5468
Richmond upon Thames,age34,2553,sales,3749
Richmond upon Thames,age34,2553,manual,2187
Richmond upon Thames,age34,2553,elementary,3752
Richmond upon Thames,age35,2701,management,23031
Richmond upon Thames,age35,2701,professional,30417
Richmond upon Thames,age35,2701,technical,17549
Richmond upon Thames,age35,2701,admin,6935
Richmond upon Thames,age35,2701,skilledTrade,4478
Richmond upon Thames,age35,2701,service,5468
Richmond upon Thames,age35,2701,sales,3749
Richmond upon Thames,age35,2701,manual,2187
Richmond upon Thames,age35,2701,elementary,3752
Richmond upon Thames,age36,2731,management,23031
Richmond upon Thames,age36,2731,professional,30417
Richmond upon Thames,age36,2731,technical,17549
Richmond upon Thames,age36,2731,admin,6935
Richmond upon Thames,age36,2731,skilledTrade,4478
Richmond upon Thames,age36,2731,service,5468
Richmond upon Thames,age36,2731,sales,3749
Richmond upon Thames,age36,2731,manual,2187
Richmond upon Thames,age36,2731,elementary,3752
Richmond upon Thames,age37,2847,management,23031
Richmond upon Thames,age37,2847,professional,30417
Richmond upon Thames,age37,2847,technical,17549
Richmond upon Thames,age37,2847,admin,6935
Richmond upon Thames,age37,2847,skilledTrade,4478
Richmond upon Thames,age37,2847,service,5468
Richmond upon Thames,age37,2847,sales,3749
Richmond upon Thames,age37,2847,manual,2187
Richmond upon Thames,age37,2847,elementary,3752
Richmond upon Thames,age38,3057,management,23031
Richmond upon Thames,age38,3057,professional,30417
Richmond upon Thames,age38,3057,technical,17549
Richmond upon Thames,age38,3057,admin,6935
Richmond upon Thames,age38,3057,skilledTrade,4478
Richmond upon Thames,age38,3057,service,5468
Richmond upon Thames,age38,3057,sales,3749
Richmond upon Thames,age38,3057,manual,2187
Richmond upon Thames,age38,3057,elementary,3752
Richmond upon Thames,age39,3006,management,23031
Richmond upon Thames,age39,3006,professional,30417
Richmond upon Thames,age39,3006,technical,17549
Richmond upon Thames,age39,3006,admin,6935
Richmond upon Thames,age39,3006,skilledTrade,4478
Richmond upon Thames,age39,3006,service,5468
Richmond upon Thames,age39,3006,sales,3749
Richmond upon Thames,age39,3006,manual,2187
Richmond upon Thames,age39,3006,elementary,3752
Richmond upon Thames,age40,3230,management,23031
Richmond upon Thames,age40,3230,professional,30417
Richmond upon Thames,age40,3230,technical,17549
Richmond upon Thames,age40,3230,admin,6935
Richmond upon Thames,age40,3230,skilledTrade,4478
Richmond upon Thames,age40,3230,service,5468
Richmond upon Thames,age40,3230,sales,3749
Richmond upon Thames,age40,3230,manual,2187
Richmond upon Thames,age40,3230,elementary,3752
Richmond upon Thames,age41,3384,management,23031
Richmond upon Thames,age41,3384,professional,30417
Richmond upon Thames,age41,3384,technical,17549
Richmond upon Thames,age41,3384,admin,6935
Richmond upon Thames,age41,3384,skilledTrade,4478
Richmond upon Thames,age41,3384,service,5468
Richmond upon Thames,age41,3384,sales,3749
Richmond upon Thames,age41,3384,manual,2187
Richmond upon Thames,age41,3384,elementary,3752
Richmond upon Thames,age42,3242,management,23031
Richmond upon Thames,age42,3242,professional,30417
Richmond upon Thames,age42,3242,technical,17549
Richmond upon Thames,age42,3242,admin,6935
Richmond upon Thames,age42,3242,skilledTrade,4478
Richmond upon Thames,age42,3242,service,5468
Richmond upon Thames,age42,3242,sales,3749
Richmond upon Thames,age42,3242,manual,2187
Richmond upon Thames,age42,3242,elementary,3752
Richmond upon Thames,age43,3242,management,23031
Richmond upon Thames,age43,3242,professional,30417
Richmond upon Thames,age43,3242,technical,17549
Richmond upon Thames,age43,3242,admin,6935
Richmond upon Thames,age43,3242,skilledTrade,4478
Richmond upon Thames,age43,3242,service,5468
Richmond upon Thames,age43,3242,sales,3749
Richmond upon Thames,age43,3242,manual,2187
Richmond upon Thames,age43,3242,elementary,3752
Richmond upon Thames,age44,3260,management,23031
Richmond upon Thames,age44,3260,professional,30417
Richmond upon Thames,age44,3260,technical,17549
Richmond upon Thames,age44,3260,admin,6935
Richmond upon Thames,age44,3260,skilledTrade,4478
Richmond upon Thames,age44,3260,service,5468
Richmond upon Thames,age44,3260,sales,3749
Richmond upon Thames,age44,3260,manual,2187
Richmond upon Thames,age44,3260,elementary,3752
Richmond upon Thames,age45,3139,management,23031
Richmond upon Thames,age45,3139,professional,30417
Richmond upon Thames,age45,3139,technical,17549
Richmond upon Thames,age45,3139,admin,6935
Richmond upon Thames,age45,3139,skilledTrade,4478
Richmond upon Thames,age45,3139,service,5468
Richmond upon Thames,age45,3139,sales,3749
Richmond upon Thames,age45,3139,manual,2187
Richmond upon Thames,age45,3139,elementary,3752
Richmond upon Thames,age46,3317,management,23031
Richmond upon Thames,age46,3317,professional,30417
Richmond upon Thames,age46,3317,technical,17549
Richmond upon Thames,age46,3317,admin,6935
Richmond upon Thames,age46,3317,skilledTrade,4478
Richmond upon Thames,age46,3317,service,5468
Richmond upon Thames,age46,3317,sales,3749
Richmond upon Thames,age46,3317,manual,2187
Richmond upon Thames,age46,3317,elementary,3752
Richmond upon Thames,age47,3212,management,23031
Richmond upon Thames,age47,3212,professional,30417
Richmond upon Thames,age47,3212,technical,17549
Richmond upon Thames,age47,3212,admin,6935
Richmond upon Thames,age47,3212,skilledTrade,4478
Richmond upon Thames,age47,3212,service,5468
Richmond upon Thames,age47,3212,sales,3749
Richmond upon Thames,age47,3212,manual,2187
Richmond upon Thames,age47,3212,elementary,3752
Richmond upon Thames,age48,3282,management,23031
Richmond upon Thames,age48,3282,professional,30417
Richmond upon Thames,age48,3282,technical,17549
Richmond upon Thames,age48,3282,admin,6935
Richmond upon Thames,age48,3282,skilledTrade,4478
Richmond upon Thames,age48,3282,service,5468
Richmond upon Thames,age48,3282,sales,3749
Richmond upon Thames,age48,3282,manual,2187
Richmond upon Thames,age48,3282,elementary,3752
Richmond upon Thames,age49,3298,management,23031
Richmond upon Thames,age49,3298,professional,30417
Richmond upon Thames,age49,3298,technical,17549
Richmond upon Thames,age49,3298,admin,6935
Richmond upon Thames,age49,3298,skilledTrade,4478
Richmond upon Thames,age49,3298,service,5468
Richmond upon Thames,age49,3298,sales,3749
Richmond upon Thames,age49,3298,manual,2187
Richmond upon Thames,age49,3298,elementary,3752
Richmond upon Thames,age50,3281,management,23031
Richmond upon Thames,age50,3281,professional,30417
Richmond upon Thames,age50,3281,technical,17549
Richmond upon Thames,age50,3281,admin,6935
Richmond upon Thames,age50,3281,skilledTrade,4478
Richmond upon Thames,age50,3281,service,5468
Richmond upon Thames,age50,3281,sales,3749
Richmond upon Thames,age50,3281,manual,2187
Richmond upon Thames,age50,3281,elementary,3752
Richmond upon Thames,age51,3072,management,23031
Richmond upon Thames,age51,3072,professional,30417
Richmond upon Thames,age51,3072,technical,17549
Richmond upon Thames,age51,3072,admin,6935
Richmond upon Thames,age51,3072,skilledTrade,4478
Richmond upon Thames,age51,3072,service,5468
Richmond upon Thames,age51,3072,sales,3749
Richmond upon Thames,age51,3072,manual,2187
Richmond upon Thames,age51,3072,elementary,3752
Richmond upon Thames,age52,3006,management,23031
Richmond upon Thames,age52,3006,professional,30417
Richmond upon Thames,age52,3006,technical,17549
Richmond upon Thames,age52,3006,admin,6935
Richmond upon Thames,age52,3006,skilledTrade,4478
Richmond upon Thames,age52,3006,service,5468
Richmond upon Thames,age52,3006,sales,3749
Richmond upon Thames,age52,3006,manual,2187
Richmond upon Thames,age52,3006,elementary,3752
Richmond upon Thames,age53,3025,management,23031
Richmond upon Thames,age53,3025,professional,30417
Richmond upon Thames,age53,3025,technical,17549
Richmond upon Thames,age53,3025,admin,6935
Richmond upon Thames,age53,3025,skilledTrade,4478
Richmond upon Thames,age53,3025,service,5468
Richmond upon Thames,age53,3025,sales,3749
Richmond upon Thames,age53,3025,manual,2187
Richmond upon Thames,age53,3025,elementary,3752
Richmond upon Thames,age54,3022,management,23031
Richmond upon Thames,age54,3022,professional,30417
Richmond upon Thames,age54,3022,technical,17549
Richmond upon Thames,age54,3022,admin,6935
Richmond upon Thames,age54,3022,skilledTrade,4478
Richmond upon Thames,age54,3022,service,5468
Richmond upon Thames,age54,3022,sales,3749
Richmond upon Thames,age54,3022,manual,2187
Richmond upon Thames,age54,3022,elementary,3752
Richmond upon Thames,age55,3027,management,23031
Richmond upon Thames,age55,3027,professional,30417
Richmond upon Thames,age55,3027,technical,17549
Richmond upon Thames,age55,3027,admin,6935
Richmond upon Thames,age55,3027,skilledTrade,4478
Richmond upon Thames,age55,3027,service,5468
Richmond upon Thames,age55,3027,sales,3749
Richmond upon Thames,age55,3027,manual,2187
Richmond upon Thames,age55,3027,elementary,3752
Richmond upon Thames,age56,2847,management,23031
Richmond upon Thames,age56,2847,professional,30417
Richmond upon Thames,age56,2847,technical,17549
Richmond upon Thames,age56,2847,admin,6935
Richmond upon Thames,age56,2847,skilledTrade,4478
Richmond upon Thames,age56,2847,service,5468
Richmond upon Thames,age56,2847,sales,3749
Richmond upon Thames,age56,2847,manual,2187
Richmond upon Thames,age56,2847,elementary,3752
Richmond upon Thames,age57,2726,management,23031
Richmond upon Thames,age57,2726,professional,30417
Richmond upon Thames,age57,2726,technical,17549
Richmond upon Thames,age57,2726,admin,6935
Richmond upon Thames,age57,2726,skilledTrade,4478
Richmond upon Thames,age57,2726,service,5468
Richmond upon Thames,age57,2726,sales,3749
Richmond upon Thames,age57,2726,manual,2187
Richmond upon Thames,age57,2726,elementary,3752
Richmond upon Thames,age58,2621,management,23031
Richmond upon Thames,age58,2621,professional,30417
Richmond upon Thames,age58,2621,technical,17549
Richmond upon Thames,age58,2621,admin,6935
Richmond upon Thames,age58,2621,skilledTrade,4478
Richmond upon Thames,age58,2621,service,5468
Richmond upon Thames,age58,2621,sales,3749
Richmond upon Thames,age58,2621,manual,2187
Richmond upon Thames,age58,2621,elementary,3752
Richmond upon Thames,age59,2434,management,23031
Richmond upon Thames,age59,2434,professional,30417
Richmond upon Thames,age59,2434,technical,17549
Richmond upon Thames,age59,2434,admin,6935
Richmond upon Thames,age59,2434,skilledTrade,4478
Richmond upon Thames,age59,2434,service,5468
Richmond upon Thames,age59,2434,sales,3749
Richmond upon Thames,age59,2434,manual,2187
Richmond upon Thames,age59,2434,elementary,3752
Richmond upon Thames,age60,2246,management,23031
Richmond upon Thames,age60,2246,professional,30417
Richmond upon Thames,age60,2246,technical,17549
Richmond upon Thames,age60,2246,admin,6935
Richmond upon Thames,age60,2246,skilledTrade,4478
Richmond upon Thames,age60,2246,service,5468
Richmond upon Thames,age60,2246,sales,3749
Richmond upon Thames,age60,2246,manual,2187
Richmond upon Thames,age60,2246,elementary,3752
Richmond upon Thames,age61,2112,management,23031
Richmond upon Thames,age61,2112,professional,30417
Richmond upon Thames,age61,2112,technical,17549
Richmond upon Thames,age61,2112,admin,6935
Richmond upon Thames,age61,2112,skilledTrade,4478
Richmond upon Thames,age61,2112,service,5468
Richmond upon Thames,age61,2112,sales,3749
Richmond upon Thames,age61,2112,manual,2187
Richmond upon Thames,age61,2112,elementary,3752
Richmond upon Thames,age62,2067,management,23031
Richmond upon Thames,age62,2067,professional,30417
Richmond upon Thames,age62,2067,technical,17549
Richmond upon Thames,age62,2067,admin,6935
Richmond upon Thames,age62,2067,skilledTrade,4478
Richmond upon Thames,age62,2067,service,5468
Richmond upon Thames,age62,2067,sales,3749
Richmond upon Thames,age62,2067,manual,2187
Richmond upon Thames,age62,2067,elementary,3752
Richmond upon Thames,age63,1921,management,23031
Richmond upon Thames,age63,1921,professional,30417
Richmond upon Thames,age63,1921,technical,17549
Richmond upon Thames,age63,1921,admin,6935
Richmond upon Thames,age63,1921,skilledTrade,4478
Richmond upon Thames,age63,1921,service,5468
Richmond upon Thames,age63,1921,sales,3749
Richmond upon Thames,age63,1921,manual,2187
Richmond upon Thames,age63,1921,elementary,3752
Richmond upon Thames,age64,1902,management,23031
Richmond upon Thames,age64,1902,professional,30417
Richmond upon Thames,age64,1902,technical,17549
Richmond upon Thames,age64,1902,admin,6935
Richmond upon Thames,age64,1902,skilledTrade,4478
Richmond upon Thames,age64,1902,service,5468
Richmond upon Thames,age64,1902,sales,3749
Richmond upon Thames,age64,1902,manual,2187
Richmond upon Thames,age64,1902,elementary,3752
Southwark,age16,3115,management,23109
Southwark,age16,3115,professional,51143
Southwark,age16,3115,technical,28878
Southwark,age16,3115,admin,11443
Southwark,age16,3115,skilledTrade,8030
Southwark,age16,3115,service,12816
Southwark,age16,3115,sales,8705
Southwark,age16,3115,manual,5990
Southwark,age16,3115,elementary,16833
Southwark,age17,2949,management,23109
Southwark,age17,2949,professional,51143
Southwark,age17,2949,technical,28878
Southwark,age17,2949,admin,11443
Southwark,age17,2949,skilledTrade,8030
Southwark,age17,2949,service,12816
Southwark,age17,2949,sales,8705
Southwark,age17,2949,manual,5990
Southwark,age17,2949,elementary,16833
Southwark,age18,3333,management,23109
Southwark,age18,3333,professional,51143
Southwark,age18,3333,technical,28878
Southwark,age18,3333,admin,11443
Southwark,age18,3333,skilledTrade,8030
Southwark,age18,3333,service,12816
Southwark,age18,3333,sales,8705
Southwark,age18,3333,manual,5990
Southwark,age18,3333,elementary,16833
Southwark,age19,3778,management,23109
Southwark,age19,3778,professional,51143
Southwark,age19,3778,technical,28878
Southwark,age19,3778,admin,11443
Southwark,age19,3778,skilledTrade,8030
Southwark,age19,3778,service,12816
Southwark,age19,3778,sales,8705
Southwark,age19,3778,manual,5990
Southwark,age19,3778,elementary,16833
Southwark,age20,3770,management,23109
Southwark,age20,3770,professional,51143
Southwark,age20,3770,technical,28878
Southwark,age20,3770,admin,11443
Southwark,age20,3770,skilledTrade,8030
Southwark,age20,3770,service,12816
Southwark,age20,3770,sales,8705
Southwark,age20,3770,manual,5990
Southwark,age20,3770,elementary,16833
Southwark,age21,4636,management,23109
Southwark,age21,4636,professional,51143
Southwark,age21,4636,technical,28878
Southwark,age21,4636,admin,11443
Southwark,age21,4636,skilledTrade,8030
Southwark,age21,4636,service,12816
Southwark,age21,4636,sales,8705
Southwark,age21,4636,manual,5990
Southwark,age21,4636,elementary,16833
Southwark,age22,4936,management,23109
Southwark,age22,4936,professional,51143
Southwark,age22,4936,technical,28878
Southwark,age22,4936,admin,11443
Southwark,age22,4936,skilledTrade,8030
Southwark,age22,4936,service,12816
Southwark,age22,4936,sales,8705
Southwark,age22,4936,manual,5990
Southwark,age22,4936,elementary,16833
Southwark,age23,5768,management,23109
Southwark,age23,5768,professional,51143
Southwark,age23,5768,technical,28878
Southwark,age23,5768,admin,11443
Southwark,age23,5768,skilledTrade,8030
